,0,1
308,513,1
309,352,1
310,741,1
311,173,1
312,518,1
313,791,1
314,762,1
315,534,1
316,94,1
317,281,1
318,884,1
319,294,1
320,529,1
321,578,1
322,82,1
323,570,1
324,120,1
325,843,1
326,215,1
327,564,1
328,463,1
329,824,1
330,451,1
331,513,1
332,736,1
333,1012,0
334,340,1
335,627,1
336,219,1
337,119,1
338,245,1
339,309,1
340,274,1
341,503,1
342,304,1
343,384,1
344,531,1
345,797,1
346,173,1
347,400,1
348,446,1
349,63,1
350,34,1
351,926,1
352,404,1
353,247,1
354,619,1
355,663,1
356,959,1
357,174,1
358,287,1
359,85,1
360,888,1
361,326,1
362,853,1
363,304,1
364,695,1
365,228,1
366,890,1
367,739,1
368,348,1
369,475,1
370,956,1
371,1010,0
372,581,1
373,113,1
374,329,1
375,431,1
376,878,1
377,552,1
378,644,1
379,498,1
380,318,1
381,333,1
382,887,1
383,336,1
384,876,1
385,901,1
386,297,1
387,18,1
388,26,1
389,573,1
390,362,1
391,784,1
392,813,1
393,123,1
394,1021,0
395,41,1
396,535,1
397,489,1
398,465,1
399,119,1
400,107,1
401,11,1
402,618,1
403,314,1
404,955,1
405,218,1
406,708,1
407,605,1
408,427,1
409,828,1
410,456,1
411,37,1
412,865,1
413,83,1
414,107,1
415,225,1
416,797,1
417,798,1
418,415,1
419,336,1
420,199,1
421,272,1
422,862,1
423,55,1
424,764,1
425,203,1
426,102,1
427,935,1
428,366,1
429,747,1
430,138,1
431,337,1
432,579,1
433,486,1
434,403,1
435,703,1
436,112,1
437,526,1
438,898,1
439,776,1
440,975,1
441,976,1
442,1009,0
443,703,1
444,846,1
445,573,1
446,475,1
447,755,1
448,116,1
449,96,1
450,827,1
451,389,1
452,181,1
453,442,1
454,432,1
455,62,1
456,280,1
457,15,1
458,731,1
459,266,1
460,342,1
461,445,1
462,75,1
463,995,1
464,180,1
465,871,1
466,370,1
467,279,1
468,409,1
469,769,1
470,809,1
471,741,1
472,909,1
473,877,1
474,673,1
475,731,1
476,264,1
477,759,1
478,467,1
479,630,1
480,732,1
481,70,1
482,836,1
483,984,1
484,13,1
485,502,1
486,479,1
487,643,1
488,32,1
489,372,1
490,837,1
491,457,1
492,160,1
493,279,1
494,1018,0
495,972,1
496,847,1
497,865,1
498,369,1
499,257,1
500,922,1
501,985,1
502,489,1
503,567,1
504,737,1
505,90,1
506,517,1
507,49,1
508,698,1
509,523,1
510,1005,0
511,709,1
512,308,1
513,428,1
514,388,1
515,223,1
516,992,1
517,818,1
518,462,1
519,457,1
520,619,1
521,357,1
522,448,1
523,316,1
524,459,1
525,351,1
526,858,1
527,87,1
528,47,1
529,909,1
530,218,1
531,173,1
532,256,1
533,624,1
534,382,1
535,727,1
536,681,1
537,728,1
538,307,1
539,83,1
540,908,1
541,717,1
542,772,1
543,934,1
544,47,1
545,123,1
546,514,1
547,266,1
548,310,1
549,625,1
550,342,1
551,223,1
552,553,1
553,405,1
554,582,1
555,456,1
556,423,1
557,795,1
558,477,1
559,266,1
560,688,1
561,990,1
562,300,1
563,31,1
564,792,1
565,117,1
566,369,1
567,272,1
568,686,1
569,832,1
570,437,1
571,194,1
572,16,1
573,808,1
574,67,1
575,734,1
576,821,1
577,651,1
578,691,1
579,494,1
580,198,1
581,152,1
582,445,1
583,798,1
584,256,1
585,721,1
586,606,1
587,111,1
588,847,1
589,474,1
590,637,1
591,479,1
592,777,1
593,208,1
594,986,1
595,341,1
596,561,1
597,120,1
598,148,1
599,306,1
600,208,1
601,322,1
602,259,1
603,35,1
604,658,1
605,645,1
606,716,1
607,754,1
608,880,1
609,497,1
610,39,1
611,668,1
612,620,1
613,755,1
614,921,1
615,866,1
616,913,1
617,7,1
618,74,1
619,1021,0
620,366,1
621,395,1
622,888,1
623,21,1
624,354,1
625,245,1
626,247,1
627,684,1
628,633,1
629,278,1
630,896,1
631,407,1
632,757,1
633,785,1
634,228,1
635,86,1
636,91,1
637,218,1
638,413,1
639,297,1
640,686,1
641,333,1
642,242,1
643,118,1
644,983,1
645,196,1
646,806,1
647,126,1
648,635,1
649,368,1
650,520,1
651,253,1
652,517,1
653,331,1
654,774,1
655,476,1
656,143,1
657,822,1
658,384,1
659,771,1
660,592,1
661,478,1
662,849,1
663,460,1
664,673,1
665,732,1
666,649,1
667,81,1
668,329,1
669,583,1
670,150,1
671,642,1
672,17,1
673,453,1
674,351,1
675,727,1
676,698,1
677,622,1
678,331,1
679,442,1
680,636,1
681,167,1
682,84,1
683,397,1
684,363,1
685,272,1
686,726,1
687,899,1
688,717,1
689,423,1
690,608,1
691,1017,0
692,346,1
693,259,1
694,916,1
695,735,1
696,849,1
697,69,1
698,290,1
699,361,1
700,79,1
701,784,1
702,925,1
703,612,1
704,46,1
705,543,1
706,142,1
707,1011,0
708,424,1
709,441,1
710,638,1
711,835,1
712,198,1
713,377,1
714,264,1
715,590,1
716,432,1
717,335,1
718,675,1
719,328,1
720,917,1
721,852,1
722,612,1
723,365,1
724,356,1
725,949,1
726,558,1
727,855,1
728,826,1
729,24,1
730,806,1
731,690,1
732,144,1
733,49,1
734,1019,0
735,307,1
736,815,1
737,690,1
738,601,1
739,750,1
740,608,1
741,494,1
742,811,1
743,89,1
744,709,1
745,182,1
746,597,1
747,85,1
748,972,1
749,29,1
750,354,1
751,676,1
752,982,1
753,40,1
754,457,1
755,567,1
756,945,1
757,961,1
758,143,1
759,40,1
760,942,1
761,445,1
762,982,1
763,112,1
764,739,1
765,731,1
766,405,1
767,194,1
768,217,1
769,601,1
770,546,1
771,969,1
772,384,1
773,910,1
774,577,1
775,516,1
776,965,1
777,501,1
778,483,1
779,239,1
780,233,1
781,304,1
782,3,1
783,964,1
784,257,1
785,627,1
786,1025,0
787,207,1
788,854,1
789,656,1
790,849,1
791,563,1
792,414,1
793,330,1
794,866,1
795,924,1
796,610,1
797,810,1
798,272,1
799,491,1
800,865,1
801,402,1
802,473,1
803,274,1
804,445,1
805,836,1
806,814,1
807,660,1
808,649,1
809,650,1
810,773,1
811,159,1
812,393,1
813,935,1
814,317,1
815,513,1
816,373,1
817,714,1
818,459,1
819,996,1
820,966,1
821,699,1
822,615,1
823,975,1
824,456,1
825,281,1
826,293,1
827,778,1
828,214,1
829,592,1
830,1023,0
831,876,1
832,384,1
833,739,1
834,633,1
835,368,1
836,90,1
837,797,1
838,729,1
839,300,1
840,532,1
841,855,1
842,224,1
843,259,1
844,513,1
845,443,1
846,442,1
847,120,1
848,392,1
849,1012,0
850,159,1
851,286,1
852,790,1
853,497,1
854,2,1
855,612,1
856,408,1
857,1020,0
858,784,1
859,516,1
860,623,1
861,259,1
862,457,1
863,827,1
864,474,1
865,382,1
866,137,1
867,290,1
868,481,1
869,956,1
870,303,1
871,517,1
872,537,1
873,858,1
874,550,1
875,491,1
876,881,1
877,962,1
878,330,1
879,709,1
880,985,1
881,355,1
882,593,1
883,910,1
884,89,1
885,1012,0
886,177,1
887,706,1
888,389,1
889,627,1
890,332,1
891,64,1
892,280,1
893,894,1
894,829,1
895,379,1
896,513,1
897,991,1
898,732,1
899,443,1
900,202,1
901,644,1
902,345,1
903,459,1
904,333,1
905,803,1
906,284,1
907,162,1
908,182,1
909,697,1
910,45,1
911,362,1
912,430,1
913,519,1
914,124,1
915,916,1
916,931,1
917,18,1
918,853,1
919,987,1
920,371,1
921,870,1
922,658,1
923,385,1
924,534,1
925,240,1
926,383,1
927,802,1
928,67,1
929,873,1
930,55,1
931,621,1
932,25,1
933,914,1
934,973,1
935,582,1
936,602,1
937,440,1
938,831,1
939,889,1
940,1017,0
941,905,1
942,543,1
943,675,1
944,409,1
945,542,1
946,647,1
947,620,1
948,69,1
949,538,1
950,935,1
951,341,1
952,5,1
953,278,1
954,887,1
955,10,1
956,250,1
957,366,1
958,515,1
959,46,1
960,506,1
961,383,1
962,401,1
963,657,1
964,931,1
965,95,1
966,688,1
967,1024,0
968,312,1
969,373,1
970,745,1
971,509,1
972,731,1
973,54,1
974,779,1
975,926,1
976,15,1
977,399,1
978,448,1
979,1023,0
980,746,1
981,407,1
982,651,1
983,277,1
984,908,1
985,401,1
986,327,1
987,461,1
988,496,1
989,584,1
990,488,1
991,199,1
992,396,1
993,745,1
994,565,1
995,90,1
996,56,1
997,746,1
998,990,1
999,842,1
1000,47,1
1001,801,1
1002,158,1
1003,848,1
1004,267,1
1005,796,1
1006,531,1
1007,515,1
1008,358,1
1009,245,1
1010,80,1
1011,27,1
1012,422,1
1013,988,1
1014,371,1
1015,69,1
1016,554,1
1017,986,1
1018,327,1
1019,271,1
1020,97,1
1021,999,1
1022,529,1
1023,485,1
1024,735,1
1025,455,1
1026,898,1
1027,50,1
1028,942,1
1029,362,1
1030,461,1
1031,682,1
1032,24,1
1033,869,1
1034,481,1
1035,294,1
1036,272,1
1037,482,1
1038,976,1
1039,997,1
1040,1021,0
1041,456,1
1042,437,1
1043,782,1
1044,278,1
1045,2,1
1046,792,1
1047,459,1
1048,485,1
1049,652,1
1050,212,1
1051,627,1
1052,969,1
1053,355,1
1054,358,1
1055,745,1
1056,758,1
1057,492,1
1058,615,1
1059,490,1
1060,365,1
1061,908,1
1062,351,1
1063,904,1
1064,858,1
1065,1,1
1066,415,1
1067,458,1
1068,443,1
1069,975,1
1070,1008,0
1071,772,1
1072,618,1
1073,652,1
1074,341,1
1075,979,1
1076,299,1
1077,721,1
1078,155,1
1079,919,1
1080,990,1
1081,193,1
1082,865,1
1083,397,1
1084,1020,0
1085,840,1
1086,880,1
1087,33,1
1088,568,1
1089,963,1
1090,182,1
1091,397,1
1092,1,1
1093,584,1
1094,8,1
1095,557,1
1096,803,1
1097,814,1
1098,205,1
1099,481,1
1100,659,1
1101,92,1
1102,332,1
1103,987,1
1104,228,1
1105,231,1
1106,674,1
1107,387,1
1108,634,1
1109,488,1
1110,867,1
1111,665,1
1112,226,1
1113,839,1
1114,975,1
1115,202,1
1116,420,1
1117,668,1
1118,878,1
1119,662,1
1120,181,1
1121,420,1
1122,362,1
1123,944,1
1124,735,1
1125,988,1
1126,781,1
1127,833,1
1128,166,1
1129,633,1
1130,463,1
1131,27,1
1132,204,1
1133,316,1
1134,926,1
1135,436,1
1136,122,1
1137,166,1
1138,826,1
1139,562,1
1140,281,1
1141,743,1
1142,20,1
1143,92,1
1144,676,1
1145,772,1
1146,603,1
1147,699,1
1148,676,1
1149,964,1
1150,135,1
1151,1023,0
1152,391,1
1153,64,1
1154,153,1
1155,316,1
1156,83,1
1157,88,1
1158,626,1
1159,225,1
1160,4,1
1161,606,1
1162,741,1
1163,1025,0
1164,816,1
1165,874,1
1166,625,1
1167,967,1
1168,451,1
1169,451,1
1170,6,1
1171,605,1
1172,845,1
1173,1003,0
1174,812,1
1175,231,1
1176,923,1
1177,479,1
1178,81,1
1179,392,1
1180,1009,0
1181,308,1
1182,837,1
1183,260,1
1184,968,1
1185,876,1
1186,314,1
1187,577,1
1188,921,1
1189,80,1
1190,735,1
1191,991,1
1192,526,1
1193,126,1
1194,421,1
1195,125,1
1196,925,1
1197,715,1
1198,670,1
1199,223,1
1200,19,1
1201,817,1
1202,931,1
1203,549,1
1204,698,1
1205,666,1
1206,889,1
1207,406,1
1208,752,1
1209,973,1
1210,216,1
1211,791,1
1212,402,1
1213,647,1
1214,817,1
1215,843,1
1216,574,1
1217,338,1
1218,467,1
1219,563,1
1220,1006,0
1221,906,1
1222,862,1
1223,330,1
1224,842,1
1225,394,1
1226,624,1
1227,453,1
1228,419,1
1229,192,1
1230,661,1
1231,432,1
1232,103,1
1233,696,1
1234,66,1
1235,900,1
1236,723,1
1237,584,1
1238,453,1
1239,492,1
1240,980,1
1241,422,1
1242,995,1
1243,74,1
1244,814,1
1245,604,1
1246,288,1
1247,661,1
1248,796,1
1249,945,1
1250,41,1
1251,328,1
1252,120,1
1253,811,1
1254,333,1
1255,511,1
1256,695,1
1257,687,1
1258,92,1
1259,227,1
1260,752,1
1261,538,1
1262,545,1
1263,896,1
1264,668,1
1265,932,1
1266,844,1
1267,543,1
1268,818,1
1269,544,1
1270,820,1
1271,286,1
1272,492,1
1273,240,1
1274,96,1
1275,876,1
1276,922,1
1277,839,1
1278,852,1
1279,112,1
1280,449,1
1281,268,1
1282,550,1
1283,597,1
1284,921,1
1285,544,1
1286,212,1
1287,813,1
1288,402,1
1289,303,1
1290,135,1
1291,935,1
1292,436,1
1293,983,1
1294,645,1
1295,80,1
1296,989,1
1297,27,1
1298,194,1
1299,304,1
1300,227,1
1301,865,1
1302,735,1
1303,616,1
1304,361,1
1305,810,1
1306,374,1
1307,612,1
1308,395,1
1309,309,1
1310,832,1
1311,13,1
1312,99,1
1313,355,1
1314,559,1
1315,5,1
1316,252,1
1317,400,1
1318,185,1
1319,189,1
1320,99,1
1321,237,1
1322,793,1
1323,983,1
1324,753,1
1325,174,1
1326,825,1
1327,381,1
1328,490,1
1329,249,1
1330,493,1
1331,879,1
1332,21,1
1333,667,1
1334,739,1
1335,962,1
1336,701,1
1337,1000,1
1338,899,1
1339,249,1
1340,347,1
1341,22,1
1342,682,1
1343,158,1
1344,497,1
1345,166,1
1346,693,1
1347,177,1
1348,808,1
1349,337,1
1350,539,1
1351,331,1
1352,466,1
1353,697,1
1354,114,1
1355,980,1
1356,918,1
1357,800,1
1358,881,1
1359,364,1
1360,303,1
1361,269,1
1362,133,1
1363,537,1
1364,438,1
1365,286,1
1366,808,1
1367,818,1
1368,126,1
1369,977,1
1370,996,1
1371,803,1
1372,209,1
1373,242,1
1374,271,1
1375,1009,0
1376,645,1
1377,29,1
1378,417,1
1379,606,1
1380,698,1
1381,1004,0
1382,670,1
1383,348,1
1384,247,1
1385,788,1
1386,121,1
1387,294,1
1388,104,1
1389,402,1
1390,331,1
1391,237,1
1392,1000,1
1393,153,1
1394,281,1
1395,339,1
1396,591,1
1397,20,1
1398,536,1
1399,254,1
1400,509,1
1401,106,1
1402,819,1
1403,1005,0
1404,96,1
1405,282,1
1406,597,1
1407,800,1
1408,489,1
1409,755,1
1410,162,1
1411,356,1
1412,179,1
1413,565,1
1414,264,1
1415,856,1
1416,975,1
1417,764,1
1418,444,1
1419,347,1
1420,426,1
1421,966,1
1422,513,1
1423,785,1
1424,394,1
1425,812,1
1426,102,1
1427,250,1
1428,1011,0
1429,741,1
1430,699,1
1431,997,1
1432,860,1
1433,215,1
1434,577,1
1435,228,1
1436,591,1
1437,2,1
1438,673,1
1439,523,1
1440,640,1
1441,377,1
1442,654,1
1443,313,1
1444,837,1
1445,358,1
1446,840,1
1447,78,1
1448,784,1
1449,667,1
1450,199,1
1451,438,1
1452,48,1
1453,469,1
1454,808,1
1455,215,1
1456,712,1
1457,838,1
1458,266,1
1459,546,1
1460,587,1
1461,524,1
1462,968,1
1463,767,1
1464,568,1
1465,182,1
1466,251,1
1467,74,1
1468,12,1
1469,230,1
1470,650,1
1471,979,1
1472,429,1
1473,1009,0
1474,388,1
1475,542,1
1476,715,1
1477,334,1
1478,788,1
1479,938,1
1480,110,1
1481,589,1
1482,379,1
1483,816,1
1484,313,1
1485,256,1
1486,549,1
1487,26,1
1488,368,1
1489,457,1
1490,922,1
1491,84,1
1492,35,1
1493,47,1
1494,521,1
1495,600,1
1496,803,1
1497,358,1
1498,138,1
1499,767,1
1500,476,1
1501,438,1
1502,81,1
1503,536,1
1504,543,1
1505,907,1
1506,965,1
1507,844,1
1508,932,1
1509,234,1
1510,524,1
1511,193,1
1512,327,1
1513,427,1
1514,687,1
1515,870,1
1516,363,1
1517,311,1
1518,455,1
1519,761,1
1520,519,1
1521,167,1
1522,592,1
1523,699,1
1524,1002,0
1525,587,1
1526,920,1
1527,293,1
1528,492,1
1529,1009,0
1530,243,1
1531,24,1
1532,1011,0
1533,269,1
1534,563,1
1535,736,1
1536,457,1
1537,848,1
1538,809,1
1539,327,1
1540,284,1
1541,547,1
1542,598,1
1543,536,1
1544,929,1
1545,747,1
1546,627,1
1547,418,1
1548,519,1
1549,258,1
1550,77,1
1551,620,1
1552,943,1
1553,366,1
1554,177,1
1555,581,1
1556,495,1
1557,519,1
1558,429,1
1559,476,1
1560,263,1
1561,761,1
1562,680,1
1563,1005,0
1564,747,1
1565,875,1
1566,339,1
1567,428,1
1568,792,1
1569,223,1
1570,747,1
1571,264,1
1572,349,1
1573,26,1
1574,511,1
1575,777,1
1576,553,1
1577,533,1
1578,391,1
1579,43,1
1580,44,1
1581,241,1
1582,811,1
1583,22,1
1584,627,1
1585,815,1
1586,761,1
1587,488,1
1588,771,1
1589,412,1
1590,517,1
1591,803,1
1592,22,1
1593,764,1
1594,488,1
1595,309,1
1596,643,1
1597,315,1
1598,218,1
1599,505,1
1600,437,1
1601,432,1
1602,771,1
1603,732,1
1604,895,1
1605,769,1
1606,376,1
1607,143,1
1608,11,1
1609,815,1
1610,117,1
1611,645,1
1612,813,1
1613,508,1
1614,288,1
1615,453,1
1616,460,1
1617,914,1
1618,636,1
1619,423,1
1620,1005,0
1621,437,1
1622,116,1
1623,197,1
1624,443,1
1625,268,1
1626,131,1
1627,237,1
1628,487,1
1629,392,1
1630,501,1
1631,484,1
1632,39,1
1633,371,1
1634,211,1
1635,800,1
1636,953,1
1637,501,1
1638,712,1
1639,550,1
1640,909,1
1641,279,1
1642,882,1
1643,789,1
1644,130,1
1645,692,1
1646,885,1
1647,882,1
1648,695,1
1649,435,1
1650,264,1
1651,566,1
1652,573,1
1653,254,1
1654,985,1
1655,220,1
1656,898,1
1657,815,1
1658,666,1
1659,480,1
1660,798,1
1661,36,1
1662,142,1
1663,825,1
1664,882,1
1665,94,1
1666,1011,0
1667,117,1
1668,27,1
1669,312,1
1670,897,1
1671,446,1
1672,745,1
1673,742,1
1674,430,1
1675,185,1
1676,319,1
1677,465,1
1678,905,1
1679,161,1
1680,185,1
1681,988,1
1682,1000,1
1683,582,1
1684,223,1
1685,1011,0
1686,858,1
1687,640,1
1688,403,1
1689,458,1
1690,955,1
1691,98,1
1692,903,1
1693,586,1
1694,185,1
1695,817,1
1696,981,1
1697,977,1
1698,891,1
1699,1005,0
1700,980,1
1701,798,1
1702,188,1
1703,464,1
1704,282,1
1705,507,1
1706,609,1
1707,479,1
1708,969,1
1709,685,1
1710,351,1
1711,14,1
1712,215,1
1713,458,1
1714,767,1
1715,641,1
1716,882,1
1717,32,1
1718,442,1
1719,195,1
1720,272,1
1721,430,1
1722,230,1
1723,928,1
1724,537,1
1725,839,1
1726,27,1
1727,396,1
1728,76,1
1729,839,1
1730,381,1
1731,326,1
1732,630,1
1733,946,1
1734,394,1
1735,664,1
1736,1019,0
1737,918,1
1738,479,1
1739,329,1
1740,414,1
1741,532,1
1742,893,1
1743,702,1
1744,872,1
1745,323,1
1746,309,1
1747,334,1
1748,131,1
1749,50,1
1750,19,1
1751,313,1
1752,64,1
1753,864,1
1754,129,1
1755,350,1
1756,496,1
1757,662,1
1758,379,1
1759,546,1
1760,348,1
1761,1017,0
1762,952,1
1763,689,1
1764,553,1
1765,638,1
1766,429,1
1767,75,1
1768,934,1
1769,964,1
1770,646,1
1771,529,1
1772,256,1
1773,195,1
1774,392,1
1775,820,1
1776,843,1
1777,181,1
1778,745,1
1779,25,1
1780,162,1
1781,288,1
1782,615,1
1783,90,1
1784,920,1
1785,489,1
1786,385,1
1787,995,1
1788,826,1
1789,4,1
1790,799,1
1791,516,1
1792,864,1
1793,539,1
1794,612,1
1795,791,1
1796,53,1
1797,69,1
1798,855,1
1799,951,1
1800,873,1
1801,20,1
1802,133,1
1803,847,1
1804,220,1
1805,404,1
1806,71,1
1807,562,1
1808,469,1
1809,777,1
1810,541,1
1811,728,1
1812,27,1
1813,874,1
1814,770,1
1815,255,1
1816,7,1
1817,301,1
1818,773,1
1819,58,1
1820,353,1
1821,417,1
1822,95,1
1823,703,1
1824,150,1
1825,53,1
1826,305,1
1827,309,1
1828,517,1
1829,832,1
1830,381,1
1831,267,1
1832,80,1
1833,143,1
1834,619,1
1835,459,1
1836,259,1
1837,322,1
1838,204,1
1839,116,1
1840,120,1
1841,593,1
1842,736,1
1843,939,1
1844,82,1
1845,103,1
1846,1020,0
1847,525,1
1848,34,1
1849,29,1
1850,123,1
1851,609,1
1852,583,1
1853,241,1
1854,677,1
1855,549,1
1856,1010,0
1857,386,1
1858,412,1
1859,41,1
1860,652,1
1861,798,1
1862,187,1
1863,121,1
1864,753,1
1865,374,1
1866,563,1
1867,739,1
1868,227,1
1869,126,1
1870,89,1
1871,139,1
1872,691,1
1873,728,1
1874,412,1
1875,261,1
1876,535,1
1877,1019,0
1878,496,1
1879,731,1
1880,94,1
1881,494,1
1882,532,1
1883,669,1
1884,977,1
1885,867,1
1886,581,1
1887,753,1
1888,267,1
1889,904,1
1890,238,1
1891,376,1
1892,732,1
1893,532,1
1894,315,1
1895,428,1
1896,752,1
1897,732,1
1898,1,1
1899,248,1
1900,994,1
1901,548,1
1902,220,1
1903,399,1
1904,852,1
1905,164,1
1906,746,1
1907,649,1
1908,336,1
1909,412,1
1910,208,1
1911,647,1
1912,196,1
1913,677,1
1914,584,1
1915,532,1
1916,502,1
1917,788,1
1918,701,1
1919,526,1
1920,341,1
1921,416,1
1922,180,1
1923,106,1
1924,845,1
1925,518,1
1926,333,1
1927,499,1
1928,132,1
1929,395,1
1930,1005,0
1931,327,1
1932,596,1
1933,212,1
1934,596,1
1935,264,1
1936,250,1
1937,473,1
1938,481,1
1939,161,1
1940,7,1
1941,140,1
1942,217,1
1943,968,1
1944,551,1
1945,431,1
1946,646,1
1947,195,1
1948,34,1
1949,456,1
1950,473,1
1951,999,1
1952,248,1
1953,248,1
1954,657,1
1955,842,1
1956,146,1
1957,46,1
1958,314,1
1959,763,1
1960,170,1
1961,434,1
1962,805,1
1963,230,1
1964,167,1
1965,965,1
1966,649,1
1967,4,1
1968,926,1
1969,994,1
1970,966,1
1971,846,1
1972,339,1
1973,611,1
1974,867,1
1975,792,1
1976,620,1
1977,464,1
1978,667,1
1979,908,1
1980,942,1
1981,699,1
1982,392,1
1983,115,1
1984,965,1
1985,328,1
1986,557,1
1987,228,1
1988,140,1
1989,323,1
1990,216,1
1991,772,1
1992,929,1
1993,594,1
1994,166,1
1995,172,1
1996,624,1
1997,456,1
1998,359,1
1999,1015,0
2000,240,1
2001,691,1
2002,778,1
2003,566,1
2004,305,1
2005,944,1
2006,190,1
2007,194,1
2008,856,1
2009,499,1
2010,923,1
2011,101,1
2012,819,1
2013,705,1
2014,967,1
2015,30,1
2016,598,1
2017,1024,0
2018,784,1
2019,696,1
2020,266,1
2021,743,1
2022,971,1
2023,654,1
2024,77,1
2025,789,1
2026,289,1
2027,629,1
2028,510,1
2029,56,1
2030,883,1
2031,483,1
2032,894,1
2033,972,1
2034,274,1
2035,979,1
2036,895,1
2037,398,1
2038,896,1
2039,675,1
2040,817,1
2041,849,1
2042,268,1
2043,348,1
2044,967,1
2045,217,1
2046,574,1
2047,214,1
2048,973,1
2049,266,1
2050,415,1
2051,416,1
2052,891,1
2053,753,1
2054,686,1
2055,466,1
2056,137,1
2057,687,1
2058,876,1
2059,471,1
2060,550,1
2061,235,1
2062,327,1
2063,630,1
2064,276,1
2065,20,1
2066,82,1
2067,271,1
2068,558,1
2069,320,1
2070,457,1
2071,616,1
2072,869,1
2073,262,1
2074,315,1
2075,899,1
2076,358,1
2077,761,1
2078,80,1
2079,316,1
2080,847,1
2081,614,1
2082,977,1
2083,205,1
2084,847,1
2085,992,1
2086,565,1
2087,734,1
2088,233,1
2089,439,1
2090,772,1
2091,133,1
2092,381,1
2093,848,1
2094,263,1
2095,532,1
2096,215,1
2097,244,1
2098,804,1
2099,868,1
2100,702,1
2101,175,1
2102,706,1
2103,415,1
2104,515,1
2105,720,1
2106,362,1
2107,320,1
2108,666,1
2109,740,1
2110,298,1
2111,735,1
2112,32,1
2113,917,1
2114,906,1
2115,734,1
2116,201,1
2117,1012,0
2118,196,1
2119,776,1
2120,557,1
2121,139,1
2122,361,1
2123,450,1
2124,104,1
2125,212,1
2126,767,1
2127,518,1
2128,617,1
2129,854,1
2130,253,1
2131,166,1
